id,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto
3842,906,2024-09-21,entregue,2569.5,marketplace,não
3843,1625,2023-11-20,em_transito,34167.79,site,não
3844,1273,2023-04-28,entregue,13483.39,site,sim
3845,630,2023-12-29,entregue,1840.53,site,sim
3846,1896,2024-02-19,entregue,20733.05,app,não
3847,1838,2024-01-09,entregue,38264.01,site,não
3848,562,2024-01-15,entregue,10720.82,site,não
3849,125,2023-09-29,entregue,10400.26,app,não
3850,58,2023-12-10,entregue,1420.68,app,não
3851,2268,2023-11-21,entregue,8448.1,marketplace,não
3852,1824,2023-08-20,entregue,7259.8,marketplace,sim
3853,1880,2024-09-03,devolvido,18086.12,marketplace,não
3854,446,2023-07-10,entregue,3521.2,app,sim
3855,1054,2023-04-25,em_transito,2238.66,app,sim
3856,2074,2023-03-06,cancelado,13083.92,app,não
3857,1282,2023-02-22,entregue,7490.63,app,sim
3858,2392,2023-12-11,cancelado,5518.59,site,não
3859,2670,2024-09-13,em_transito,12211.34,app,não
3860,1179,2024-12-09,cancelado,11929.03,app,sim
3861,39,2023-11-21,entregue,8087.3,marketplace,não
3862,1825,2023-10-14,cancelado,1567.94,app,não
3863,1803,2024-07-13,entregue,12468.01,app,não
3864,881,2023-12-13,cancelado,14508.3,site,não
3865,524,2023-12-26,entregue,2233.56,site,sim
3866,1640,2024-04-10,entregue,8183.32,app,sim
3867,1276,2024-05-16,cancelado,7834.44,site,não
3868,1823,2024-05-17,entregue,12212.15,site,sim
3869,1205,2024-10-09,entregue,8550.16,site,não
3870,903,2024-07-14,entregue,7772.17,app,sim
3871,2493,2024-12-14,entregue,6714.42,marketplace,não
3872,1142,2023-06-28,cancelado,34528.23,app,não
3873,816,2023-07-26,cancelado,24704.53,site,não
3874,2251,2024-06-30,cancelado,9459.12,marketplace,sim
3875,1934,2023-04-16,entregue,27880.48,app,não
3876,2417,2023-12-29,devolvido,24473.69,site,não
3877,2629,2024-07-13,cancelado,25716.06,app,não
3878,323,2024-08-08,entregue,8918.95,site,sim
3879,2611,2023-11-22,em_transito,4537.78,app,não
3880,2122,2023-11-23,entregue,4563.63,marketplace,não
3881,946,2023-05-06,entregue,8992.11,marketplace,não
3882,1451,2023-07-24,devolvido,4795.54,marketplace,não
3883,2541,2024-03-24,entregue,4442.34,site,sim
3884,815,2023-11-15,entregue,17861.37,marketplace,não
3885,1847,2024-04-25,entregue,8817.38,app,não
3886,1419,2024-05-28,entregue,9303.25,site,não
3887,909,2023-09-06,entregue,16184.76,marketplace,não
3888,2817,2024-01-24,devolvido,4527.92,app,sim
3889,1379,2023-11-24,entregue,7319.53,app,não
3890,1463,2023-11-30,cancelado,2931.16,app,não
3891,2525,2023-12-21,cancelado,6236.01,marketplace,não
3892,440,2023-09-23,entregue,10066.91,site,não
3893,801,2024-06-16,entregue,2118.4,app,não
3894,206,2023-11-29,entregue,17834.27,site,sim
3895,433,2023-08-10,devolvido,1236.63,marketplace,sim
3896,2587,2024-05-03,entregue,11650.08,site,não
3897,434,2024-07-01,entregue,25553.83,app,sim
3898,304,2024-01-06,entregue,8409.18,app,não
3899,1766,2024-12-01,entregue,11744.78,app,não
3900,528,2024-09-21,entregue,35292.29,site,não
3901,1788,2023-03-24,em_transito,908.88,app,sim
3902,1888,2024-08-06,cancelado,26729.47,site,não
3903,2003,2024-03-12,cancelado,13142.48,site,não
3904,1733,2023-03-06,devolvido,4336.88,site,sim
3905,1737,2023-12-12,entregue,3938.78,site,não
3906,1032,2023-07-18,cancelado,39969.19,app,não
3907,1177,2023-12-08,entregue,7922.13,site,sim
3908,2428,2024-10-11,entregue,14212.38,marketplace,não
3909,2867,2024-12-26,entregue,23840.67,app,não
3910,2519,2024-11-06,entregue,26061.9,site,sim
3911,2226,2024-04-27,devolvido,8297.74,app,sim
3912,272,2024-11-12,entregue,3566.48,app,não
3913,1713,2024-03-15,cancelado,26646.61,marketplace,não
3914,2016,2023-11-10,entregue,12996.6,site,não
3915,2852,2024-10-17,devolvido,5257.2,site,não
3916,555,2024-09-27,entregue,4393.72,app,sim
3917,175,2024-05-25,entregue,9742.85,marketplace,não
3918,1540,2024-11-27,entregue,14402.5,app,sim
3919,2801,2023-07-27,entregue,14067.49,marketplace,não
3920,762,2023-02-26,entregue,26854.85,site,sim
3921,1006,2024-06-07,entregue,12222.55,site,não
3922,2816,2023-05-19,entregue,20690.94,site,não
3923,1785,2023-04-09,entregue,3174.86,marketplace,não
3924,2549,2024-07-16,entregue,33399.16,marketplace,não
3925,1457,2024-08-17,entregue,4165.96,app,não
3926,2465,2024-03-02,entregue,1122.45,site,não
3927,725,2024-10-15,entregue,577.35,marketplace,sim
3928,2961,2023-07-29,cancelado,4186.74,site,não
3929,1744,2024-11-07,entregue,22284.3,marketplace,sim
3930,1579,2023-12-05,em_transito,3509.68,site,não
3931,396,2023-06-22,cancelado,22221.04,site,não
3932,914,2023-07-02,entregue,3653.62,marketplace,não
3933,2583,2024-03-03,entregue,27473.0,marketplace,sim
3934,2592,2023-06-18,entregue,3679.5,marketplace,não
3935,1738,2024-02-12,entregue,14324.2,site,não
3936,624,2023-11-21,entregue,14514.05,site,não
3937,1150,2023-05-04,cancelado,3020.48,app,não
3938,2802,2024-07-25,entregue,20593.89,marketplace,não
3939,272,2023-02-21,entregue,6121.29,site,não
3940,121,2023-10-14,em_transito,18336.32,site,sim
3941,751,2024-05-17,entregue,2531.51,marketplace,sim
3942,1276,2023-11-29,cancelado,10903.06,marketplace,não
3943,666,2024-05-06,entregue,39872.8,app,não
3944,1206,2024-10-19,entregue,1151.29,marketplace,sim
3945,1096,2023-05-17,cancelado,5670.28,site,não
3946,82,2024-05-17,entregue,2720.58,marketplace,sim
3947,248,2023-10-09,entregue,8009.12,marketplace,não
3948,2594,2024-09-16,entregue,9367.7,app,sim
3949,1738,2024-12-07,em_transito,14486.73,marketplace,não
3950,878,2024-01-16,entregue,3725.23,marketplace,não
3951,270,2024-08-07,devolvido,633.34,site,não
3952,1556,2024-05-04,entregue,7144.98,site,não
3953,521,2024-03-25,cancelado,17027.08,marketplace,sim
3954,2072,2023-10-25,cancelado,9497.02,site,sim
3955,2051,2023-02-10,em_transito,24763.31,app,não
3956,2311,2024-09-03,entregue,17452.17,site,não
3957,1246,2024-06-07,entregue,17608.45,app,sim
3958,859,2023-05-25,entregue,35121.0,site,não
3959,2655,2024-04-26,entregue,24788.96,app,não
3960,1176,2024-12-23,devolvido,10904.75,marketplace,sim
3961,1068,2024-03-04,entregue,16501.34,app,sim
3962,710,2024-04-16,entregue,14938.83,app,sim
3963,978,2024-01-18,entregue,9603.82,marketplace,sim
3964,2650,2023-08-26,entregue,38131.19,site,não
3965,2694,2024-03-24,entregue,8821.7,app,sim
3966,2058,2023-11-03,cancelado,2030.94,site,não
3967,2164,2024-03-14,entregue,23357.21,app,não
3968,1594,2024-09-09,entregue,46485.71,site,não
3969,2511,2023-09-09,entregue,9672.24,marketplace,não
3970,2099,2024-02-13,entregue,7229.94,marketplace,sim
3971,1833,2024-03-20,entregue,17017.79,marketplace,sim
3972,1022,2024-05-17,entregue,2005.27,marketplace,não
3973,2010,2024-10-08,entregue,9128.5,app,não
3974,2116,2024-09-03,entregue,13605.89,app,sim
3975,2435,2024-09-23,entregue,20911.06,marketplace,não
3976,632,2024-10-08,entregue,2035.8,app,sim
3977,1872,2024-03-30,em_transito,9305.07,marketplace,sim
3978,309,2023-03-11,entregue,14640.47,marketplace,não
3979,2054,2024-08-10,entregue,12453.54,marketplace,não
3980,1739,2023-09-20,entregue,7652.4,site,sim
3981,2839,2023-07-12,entregue,16546.23,app,sim
3982,2516,2024-02-23,entregue,4415.82,app,sim
3983,1493,2023-07-06,devolvido,861.96,app,sim
3984,1626,2024-06-19,entregue,18268.92,app,não
3985,1225,2024-06-04,cancelado,13940.84,marketplace,não
3986,111,2024-08-25,entregue,16736.93,marketplace,não
3987,2857,2024-10-22,entregue,7780.52,app,sim
3988,118,2024-04-23,entregue,5351.75,marketplace,não
3989,1176,2023-11-26,em_transito,3386.32,site,não
3990,2932,2023-11-16,entregue,10211.34,marketplace,sim
3991,2858,2024-01-23,cancelado,9413.24,marketplace,sim
3992,43,2023-01-12,entregue,6368.61,site,sim
3993,1719,2024-09-18,cancelado,4543.03,app,não
3994,2202,2023-11-23,entregue,15763.61,site,não
3995,2776,2023-11-30,devolvido,6009.29,app,não
3996,1401,2023-02-25,entregue,1296.52,site,não
3997,1426,2023-12-21,entregue,637.05,marketplace,não
3998,1059,2023-12-31,entregue,7137.78,app,sim
3999,2196,2023-11-13,cancelado,2042.37,app,não
4000,1531,2024-04-02,entregue,2179.08,app,não
4001,325,2024-08-20,entregue,1550.79,app,sim
4002,2760,2024-09-04,cancelado,7943.08,app,não
4003,1685,2024-10-28,cancelado,5672.91,site,não
4004,2059,2023-03-07,devolvido,20558.58,app,não
4005,2463,2024-06-27,entregue,36985.92,site,não
4006,2128,2024-08-17,entregue,6236.71,marketplace,não
4007,2629,2023-10-21,entregue,10826.8,site,sim
4008,2293,2023-04-20,entregue,9144.58,marketplace,sim
4009,2238,2024-06-24,entregue,11654.43,marketplace,não
4010,1114,2023-01-16,devolvido,2690.88,marketplace,não
4011,1261,2024-09-29,em_transito,5762.24,site,não
4012,1527,2024-04-13,entregue,17853.0,app,não
4013,113,2023-02-18,entregue,22248.25,app,não
4014,2565,2023-04-21,cancelado,6018.9,app,não
4015,2756,2023-08-15,entregue,2530.3,app,não
4016,227,2024-01-04,em_transito,32743.82,site,não
4017,2638,2024-04-13,entregue,6174.06,app,não
4018,1951,2023-09-12,entregue,15727.46,marketplace,não
4019,623,2024-08-30,cancelado,2734.01,site,sim
4020,2321,2024-02-01,entregue,845.6,site,não
4021,1115,2023-11-12,entregue,7900.45,site,sim
4022,2591,2023-05-14,entregue,4449.57,app,sim
4023,788,2024-07-19,cancelado,1985.16,site,não
4024,2201,2023-09-27,em_transito,347.88,app,não
4025,54,2024-01-31,cancelado,1084.32,site,não
4026,1493,2024-02-18,cancelado,16185.32,marketplace,não
4027,2269,2023-11-02,entregue,22882.92,marketplace,não
4028,2866,2024-07-11,entregue,7900.36,site,não
4029,380,2023-10-04,entregue,4220.95,site,não
4030,1860,2024-07-27,cancelado,15699.64,marketplace,não
4031,1122,2023-04-20,devolvido,4138.06,app,não
4032,2744,2024-10-11,em_transito,15556.44,site,não
4033,2695,2023-09-16,entregue,29147.14,site,não
4034,1489,2023-05-25,entregue,22433.15,app,não
4035,1363,2024-10-11,entregue,8675.47,marketplace,não
4036,1477,2023-12-27,entregue,16263.46,marketplace,sim
4037,544,2024-07-28,entregue,6610.77,site,não
4038,1269,2023-04-21,entregue,21931.22,marketplace,não
4039,2117,2023-08-12,em_transito,10386.02,marketplace,não
4040,2697,2024-10-07,cancelado,9085.52,site,sim
4041,448,2023-01-05,entregue,3652.87,site,sim
4042,2367,2024-04-01,cancelado,35070.66,site,não
4043,452,2024-01-25,entregue,17071.35,site,não
4044,697,2024-07-13,entregue,6257.61,app,não
4045,2710,2023-08-09,cancelado,2908.35,marketplace,não
4046,62,2023-11-11,devolvido,1650.53,app,não
4047,1720,2023-11-16,entregue,3995.1,app,não
4048,228,2024-06-02,entregue,6571.86,site,sim
4049,1296,2023-11-17,em_transito,21343.76,site,sim
4050,2105,2023-08-31,entregue,18455.95,app,não
4051,357,2023-02-19,entregue,5761.46,marketplace,não
4052,1333,2023-09-09,entregue,6244.64,app,sim
4053,2511,2023-11-14,entregue,25292.16,marketplace,sim
4054,1942,2024-05-01,entregue,3202.93,app,não
4055,294,2024-06-02,entregue,39813.97,site,sim
4056,2632,2023-11-10,entregue,5740.57,app,sim
4057,2829,2023-12-01,cancelado,10479.11,marketplace,não
4058,149,2024-04-23,entregue,13893.87,site,sim
4059,204,2023-09-05,entregue,23699.88,marketplace,sim
4060,1919,2023-07-20,devolvido,27562.6,marketplace,não
4061,72,2024-01-30,entregue,8458.3,app,sim
4062,2751,2023-11-12,cancelado,22756.49,marketplace,não
4063,2103,2023-08-05,cancelado,12338.21,site,não
4064,569,2024-04-12,entregue,3918.0,site,sim
4065,1328,2023-11-27,entregue,1989.14,site,não
4066,197,2023-08-28,entregue,4599.62,app,sim
4067,2691,2023-09-24,entregue,10377.9,marketplace,não
4068,857,2024-07-30,devolvido,4496.58,app,não
4069,2774,2024-09-21,entregue,7503.51,marketplace,não
4070,105,2024-09-29,entregue,20359.92,marketplace,não
4071,368,2024-12-16,entregue,15056.78,site,sim
4072,2491,2023-04-02,entregue,18097.09,marketplace,sim
4073,2626,2023-06-10,entregue,3078.63,marketplace,não
4074,173,2024-07-06,entregue,6523.52,marketplace,sim
4075,1475,2024-09-15,entregue,3044.64,marketplace,sim
4076,1505,2024-07-29,cancelado,1247.13,marketplace,não
4077,1992,2024-09-02,entregue,5822.46,app,não
4078,666,2024-06-09,devolvido,3413.13,marketplace,não
4079,771,2024-02-22,entregue,844.74,app,sim
4080,321,2024-10-04,entregue,463.9,site,não
4081,2020,2023-08-04,cancelado,9840.56,marketplace,sim
4082,2095,2023-12-10,entregue,16327.6,app,não
4083,2310,2024-12-30,entregue,16078.65,marketplace,não
4084,2840,2023-06-04,devolvido,1293.04,app,não
4085,1400,2023-12-14,entregue,49530.92,site,não
4086,1556,2023-01-22,em_transito,2650.64,app,não
4087,622,2023-09-19,entregue,18023.34,app,não
4088,432,2023-11-02,em_transito,10132.69,marketplace,sim
4089,736,2023-05-24,entregue,2672.34,site,sim
4090,1711,2023-08-18,entregue,9620.2,site,não
4091,519,2024-02-24,entregue,17006.35,site,não
4092,1209,2023-07-27,cancelado,12875.6,app,sim
4093,2531,2024-07-10,entregue,9580.1,app,sim
4094,322,2024-10-16,cancelado,19109.12,app,sim
4095,763,2023-06-29,entregue,2226.6,marketplace,não
4096,2502,2023-08-01,cancelado,20537.38,site,não
4097,144,2023-12-16,entregue,7651.59,app,sim
4098,411,2023-12-15,entregue,10018.96,app,não
4099,1791,2023-06-15,entregue,43769.54,marketplace,não
4100,1165,2023-11-22,entregue,3272.24,marketplace,não
4101,2085,2023-03-22,entregue,12740.8,marketplace,não
4102,1606,2024-09-13,cancelado,5076.44,marketplace,sim
4103,2647,2024-10-04,em_transito,21953.5,marketplace,não
4104,710,2024-11-06,entregue,11115.74,site,sim
4105,1484,2024-05-21,entregue,18629.53,app,sim
4106,1856,2023-07-29,entregue,685.9,site,sim
4107,2430,2024-02-23,entregue,1051.14,app,não
4108,2210,2023-10-03,cancelado,31185.65,site,não
4109,2750,2023-12-30,entregue,19106.74,site,não
4110,2514,2024-01-08,cancelado,550.09,marketplace,sim
4111,1798,2024-11-09,em_transito,36341.17,site,não
4112,1889,2024-02-29,entregue,5407.5,site,não
4113,2245,2024-04-07,entregue,22294.98,marketplace,não
4114,660,2023-09-26,entregue,33148.16,marketplace,sim
4115,2246,2024-03-10,entregue,3398.15,site,não
4116,441,2024-11-29,entregue,961.08,app,não
4117,2535,2023-11-21,cancelado,19068.71,site,sim
4118,245,2023-01-15,entregue,9282.3,marketplace,sim
4119,2930,2024-09-07,entregue,2776.68,marketplace,sim
4120,1688,2023-05-19,entregue,16099.55,app,não
4121,1395,2024-02-12,devolvido,5484.86,site,sim
4122,1858,2024-10-06,cancelado,19557.47,app,não
4123,3000,2024-02-14,entregue,41681.3,marketplace,sim
4124,1772,2023-07-01,entregue,19138.17,site,não
4125,1257,2024-01-29,entregue,24470.92,app,sim
4126,161,2024-05-14,entregue,9354.6,site,não
4127,63,2024-11-21,em_transito,10795.94,site,não
4128,307,2024-10-26,entregue,19042.99,site,sim
4129,835,2024-09-04,entregue,5373.01,app,sim
4130,1916,2023-12-20,entregue,2480.73,marketplace,sim
4131,567,2023-11-04,entregue,13718.67,app,não
4132,1568,2024-03-01,entregue,20343.99,app,não
4133,967,2023-11-04,entregue,376.48,app,sim
4134,2210,2024-12-09,cancelado,16480.87,app,não
4135,1240,2023-01-19,devolvido,4123.3,marketplace,não
4136,2676,2024-12-09,cancelado,9592.5,marketplace,não
4137,803,2024-12-27,entregue,2347.34,app,não
4138,2892,2023-03-27,em_transito,19520.65,marketplace,sim
4139,556,2023-11-29,entregue,7799.16,marketplace,não
4140,2936,2024-09-19,cancelado,14430.4,marketplace,não
4141,1795,2024-07-16,em_transito,13450.0,site,sim
4142,2033,2023-11-22,entregue,4228.25,app,sim
4143,2835,2024-10-18,entregue,436.53,site,sim
4144,2061,2024-04-08,entregue,3405.4,app,sim
4145,777,2024-08-07,devolvido,4682.8,site,sim
4146,2575,2024-02-28,entregue,10015.25,app,não
4147,1664,2023-09-25,entregue,19015.95,marketplace,não
4148,2654,2024-05-07,em_transito,12460.23,marketplace,sim
4149,762,2024-06-10,cancelado,565.88,app,não
4150,845,2024-05-14,cancelado,1334.78,marketplace,não
4151,553,2024-04-08,entregue,27120.25,site,não
4152,2470,2023-03-14,devolvido,199.26,app,sim
4153,490,2024-04-15,entregue,13996.39,app,sim
4154,1160,2023-12-01,entregue,21667.49,marketplace,não
4155,646,2024-04-14,entregue,21053.83,marketplace,sim
4156,45,2024-01-25,entregue,49021.13,app,não
4157,779,2023-12-12,entregue,11476.56,app,não
4158,178,2023-01-16,entregue,4464.3,site,não
4159,1977,2023-03-14,entregue,8353.42,site,sim
4160,2663,2023-08-28,entregue,19145.46,marketplace,não
4161,2877,2023-04-10,entregue,172.45,marketplace,não
4162,603,2023-07-29,entregue,14342.83,site,sim
4163,2529,2023-03-11,entregue,30610.99,site,não
4164,2387,2024-04-25,entregue,5687.28,site,não
4165,1917,2024-03-24,devolvido,16635.93,marketplace,sim
4166,1201,2024-08-30,cancelado,13116.49,app,sim
4167,2812,2024-06-05,entregue,12022.05,app,não
4168,1566,2023-11-13,entregue,16481.28,marketplace,não
4169,2517,2024-08-24,entregue,31263.0,marketplace,não
4170,854,2023-11-01,em_transito,27257.68,marketplace,sim
4171,345,2024-07-16,cancelado,4656.14,site,não
4172,1681,2023-07-19,entregue,6849.13,site,não
4173,1146,2023-12-14,entregue,11053.46,site,sim
4174,2420,2024-07-25,entregue,4375.08,marketplace,não
4175,457,2024-02-24,entregue,3064.15,site,não
4176,733,2023-03-01,cancelado,1740.97,marketplace,sim
4177,2670,2023-05-16,entregue,9781.84,site,sim
4178,1312,2024-11-11,entregue,12117.97,app,não
4179,1698,2023-12-09,entregue,10219.0,marketplace,sim
4180,2188,2023-12-25,cancelado,932.67,site,não
4181,486,2023-10-12,entregue,31802.43,marketplace,sim
4182,779,2024-09-26,cancelado,3758.94,site,sim
4183,2474,2023-12-13,em_transito,6549.08,marketplace,sim
4184,404,2024-06-22,em_transito,25635.04,site,sim
4185,187,2024-01-15,devolvido,10973.98,site,não
4186,668,2023-01-16,cancelado,21091.97,site,não
4187,2840,2024-03-15,cancelado,9133.89,site,não
4188,586,2024-02-11,entregue,895.29,marketplace,não
4189,1125,2024-06-08,cancelado,7050.2,marketplace,não
4190,815,2024-06-28,entregue,11223.1,site,não
4191,364,2023-11-27,entregue,10581.69,marketplace,não
4192,757,2023-06-18,entregue,58537.32,site,não
4193,708,2023-04-05,entregue,2804.36,marketplace,sim
4194,1903,2024-08-25,entregue,11848.63,app,não
4195,65,2023-04-04,entregue,42052.25,marketplace,não
4196,1134,2023-03-04,entregue,3561.65,app,não
4197,180,2024-03-29,devolvido,1531.0,app,sim
4198,436,2024-02-16,cancelado,11495.13,marketplace,sim
4199,2763,2024-10-18,em_transito,4917.93,site,sim
4200,2144,2023-03-14,entregue,16722.85,marketplace,não
4201,1151,2023-09-20,entregue,32250.41,site,não
4202,1890,2023-08-16,entregue,17046.8,marketplace,não
4203,2897,2023-03-18,entregue,34668.55,app,sim
4204,1207,2024-05-03,cancelado,12693.35,marketplace,sim
4205,257,2024-12-16,devolvido,8299.68,app,sim
4206,410,2024-01-07,entregue,12410.22,marketplace,não
4207,2948,2024-11-01,cancelado,1378.81,site,sim
4208,1500,2023-04-01,devolvido,607.94,site,não
4209,2839,2024-11-27,entregue,16083.25,app,não
4210,460,2023-05-02,entregue,11161.82,site,sim
4211,73,2024-10-03,cancelado,3569.1,marketplace,não
4212,2586,2023-07-10,entregue,1638.39,app,sim
4213,1725,2023-11-01,cancelado,1797.28,marketplace,não
4214,2488,2024-06-09,entregue,17660.46,marketplace,sim
4215,2741,2024-06-12,em_transito,8350.78,marketplace,não
4216,595,2024-09-09,devolvido,11362.3,marketplace,sim
4217,508,2023-01-04,cancelado,17939.74,site,não
4218,890,2023-11-01,entregue,17361.79,app,não
4219,1412,2024-11-03,entregue,27659.98,marketplace,sim
4220,1364,2023-06-01,entregue,6920.3,app,não
4221,2449,2023-11-11,entregue,18391.48,marketplace,não
4222,29,2023-07-17,entregue,1283.56,app,não
4223,457,2023-07-17,entregue,2851.81,marketplace,não
4224,546,2024-02-29,entregue,12326.15,site,não
4225,1946,2024-04-11,entregue,42052.47,marketplace,não
4226,2337,2024-11-20,entregue,6988.64,site,não
4227,2213,2024-04-18,entregue,32570.67,marketplace,não
4228,567,2023-06-17,entregue,14346.22,app,não
4229,1936,2023-12-13,entregue,927.6,site,não
4230,2955,2024-06-29,devolvido,2601.99,marketplace,não
4231,1508,2023-04-14,devolvido,31265.2,site,não
4232,255,2023-10-13,entregue,6454.02,marketplace,sim
4233,2554,2024-07-04,entregue,12721.19,app,não
4234,308,2023-11-15,entregue,48056.49,site,não
4235,1466,2023-07-09,entregue,7803.61,site,sim
4236,2337,2023-11-10,cancelado,25050.66,app,não
4237,1020,2023-07-02,em_transito,4150.55,site,sim
4238,1319,2024-09-07,entregue,10566.02,app,não
4239,1935,2023-01-04,entregue,5126.49,marketplace,não
4240,2594,2024-05-27,entregue,9561.15,app,não
4241,1525,2023-11-25,entregue,23843.03,site,não
4242,1305,2024-02-12,entregue,20837.46,site,não
4243,584,2023-12-21,devolvido,7283.96,app,sim
4244,225,2023-11-01,entregue,11483.98,app,não
4245,2785,2024-01-19,entregue,10749.31,marketplace,não
4246,768,2023-11-04,entregue,9854.25,app,não
4247,2312,2023-11-25,entregue,5246.06,site,sim
4248,1608,2023-01-30,entregue,6613.28,marketplace,sim
4249,2128,2023-07-17,entregue,28944.56,site,não
4250,1723,2024-09-18,em_transito,15274.12,app,não
4251,763,2023-10-28,entregue,11577.7,marketplace,não
4252,2255,2024-05-13,entregue,12416.66,app,não
4253,1412,2024-11-23,entregue,7771.05,marketplace,não
4254,2383,2023-05-21,entregue,11464.45,app,não
4255,2673,2024-07-26,cancelado,15072.55,app,sim
4256,852,2023-03-30,entregue,7886.34,marketplace,sim
4257,279,2024-07-27,entregue,4522.05,app,não
4258,807,2024-11-05,entregue,8254.37,marketplace,sim
4259,2200,2023-07-03,entregue,4187.15,app,não
4260,1679,2024-06-01,entregue,16645.59,marketplace,não
4261,716,2023-12-05,entregue,11198.6,marketplace,não
4262,1653,2023-03-13,entregue,6054.26,app,sim
4263,1658,2023-04-27,entregue,12605.44,app,sim
4264,957,2023-05-09,entregue,19669.85,marketplace,não
4265,2998,2024-06-05,entregue,1315.11,app,não
4266,1679,2023-04-15,entregue,647.9,app,sim
4267,1699,2023-04-20,entregue,33443.48,marketplace,sim
4268,319,2023-09-27,entregue,13774.67,app,não
4269,1480,2024-07-28,em_transito,11697.94,app,sim
4270,977,2023-07-04,cancelado,6208.53,site,sim
4271,331,2023-03-03,entregue,7572.87,site,não
4272,2186,2024-12-03,entregue,9133.55,app,não
4273,2643,2024-07-27,entregue,12194.11,site,sim
4274,2893,2024-07-16,entregue,5784.78,marketplace,não
4275,2555,2024-01-02,entregue,11624.94,marketplace,não
4276,2037,2024-08-14,devolvido,4355.85,app,não
4277,1943,2023-11-21,entregue,8178.85,site,sim
4278,2500,2023-12-23,entregue,9229.49,marketplace,sim
4279,1636,2023-01-29,entregue,27892.98,marketplace,não
4280,603,2024-03-11,entregue,3142.79,app,não
4281,2320,2024-05-26,em_transito,4992.68,site,sim
4282,994,2023-11-24,entregue,12701.8,marketplace,não
4283,708,2024-08-22,devolvido,23719.05,site,sim
4284,567,2023-11-25,entregue,25790.21,site,não
4285,862,2023-10-13,entregue,11605.85,site,não
4286,677,2024-05-15,entregue,8271.15,site,não
4287,1523,2023-11-02,entregue,32510.23,site,não
4288,991,2024-04-20,cancelado,16389.77,marketplace,não
4289,2179,2023-10-06,entregue,35001.05,marketplace,não
4290,575,2023-08-26,cancelado,13884.74,marketplace,sim
4291,1971,2023-12-31,entregue,33325.61,marketplace,não
4292,1398,2024-09-19,entregue,15773.46,app,sim
4293,2787,2023-03-23,em_transito,8810.34,site,não
4294,2527,2023-07-30,entregue,11914.56,site,sim
4295,1352,2024-11-09,entregue,8326.7,app,não
4296,2764,2024-10-29,cancelado,18553.89,marketplace,sim
4297,1408,2024-04-25,entregue,21668.19,app,sim
4298,452,2024-12-11,cancelado,738.36,app,sim
4299,535,2024-02-01,entregue,14652.88,app,não
4300,1146,2024-06-25,entregue,2341.41,app,sim
4301,788,2024-07-22,entregue,29911.1,marketplace,sim
4302,768,2024-04-29,entregue,31610.63,app,não
4303,1593,2023-04-24,entregue,6229.83,marketplace,não
4304,2115,2024-07-14,entregue,364.08,site,não
4305,2925,2024-08-05,entregue,30751.61,app,não
4306,2542,2023-11-24,entregue,4935.6,marketplace,não
4307,1095,2024-11-08,entregue,36084.71,marketplace,sim
4308,110,2023-03-21,devolvido,11719.8,site,não
4309,17,2023-11-28,entregue,7744.26,site,não
4310,684,2023-11-19,entregue,9805.05,site,sim
4311,125,2024-01-28,devolvido,10104.62,site,não
4312,1172,2024-07-03,entregue,5087.12,site,não
4313,2954,2023-11-04,entregue,26321.38,app,não
4314,1651,2024-10-06,entregue,35487.22,marketplace,não
4315,1905,2023-07-21,entregue,10113.32,site,não
4316,2821,2023-12-15,em_transito,17326.02,site,não
4317,250,2024-12-12,entregue,14329.46,marketplace,sim
4318,1751,2023-09-21,cancelado,595.99,marketplace,sim
4319,1552,2024-10-12,entregue,11104.29,marketplace,não
4320,2926,2023-01-09,entregue,17689.75,site,sim
4321,868,2024-03-30,entregue,9303.25,app,não
4322,1945,2023-07-02,em_transito,11833.55,site,não
4323,2807,2023-08-17,entregue,7716.45,site,não
4324,579,2023-08-03,entregue,22760.79,marketplace,sim
4325,1659,2024-07-05,em_transito,416.12,app,sim
4326,147,2023-11-12,entregue,8440.7,marketplace,não
4327,2639,2024-05-26,entregue,13584.05,marketplace,sim
4328,2723,2023-10-20,entregue,4618.98,site,não
4329,923,2023-11-11,entregue,7303.22,marketplace,não
4330,2062,2024-05-25,entregue,11368.78,app,sim
4331,915,2024-07-18,em_transito,20961.85,site,não
4332,1125,2024-07-02,entregue,19135.39,marketplace,sim
4333,1002,2024-11-23,entregue,20508.07,app,não
4334,1651,2023-11-27,entregue,22096.44,app,não
4335,1839,2024-05-13,entregue,7088.99,marketplace,não
4336,1418,2024-08-01,entregue,14023.15,app,sim
4337,2188,2024-02-02,entregue,10592.6,site,sim
4338,2980,2024-12-21,cancelado,4897.1,marketplace,sim
4339,1777,2024-02-02,entregue,6935.72,site,não
4340,2278,2024-08-14,devolvido,6488.72,site,não
4341,1765,2024-01-05,cancelado,12216.89,marketplace,não
4342,812,2023-07-22,em_transito,29957.07,site,não
4343,2579,2024-08-15,entregue,4655.43,site,sim
4344,1770,2023-11-21,entregue,24324.76,marketplace,não
4345,2802,2023-01-30,cancelado,17674.15,app,não
4346,628,2023-12-18,cancelado,17236.66,marketplace,sim
4347,2191,2023-11-23,entregue,6775.46,marketplace,não
4348,1188,2023-02-10,entregue,16264.55,marketplace,sim
4349,2238,2023-03-29,devolvido,10975.21,marketplace,não
4350,1855,2024-03-29,cancelado,3987.34,marketplace,não
4351,2566,2023-05-21,entregue,6662.8,marketplace,não
